Path,File,Date Acquired,Sample,Misc
D:\MassHunter\GCMS\1\data\20181213\,H501.D,13 Dec 2018  19:03    ,H501, 
TIC: H501.D\data.ms,,,,
16.246,6887,,,
16.25,6316,,,
16.253,6454,,,
16.256,6294,,,
16.26,6760,,,
16.263,6717,,,
16.266,6505,,,
16.27,6224,,,
16.273,6863,,,
16.277,6596,,,
16.28,7522,,,
16.283,8292,,,
16.287,8011,,,
16.29,7857,,,
16.293,8442,,,
16.297,8130,,,
16.3,8243,,,
16.304,8204,,,
16.307,8116,,,
16.31,8724,,,
16.314,8889,,,
16.317,9819,,,
16.32,10975,,,
16.324,12907,,,
16.327,13834,,,
16.331,16039,,,
16.334,15977,,,
16.337,16822,,,
16.341,18413,,,
16.344,19742,,,
16.347,20849,,,
16.351,21200,,,
16.354,20517,,,
16.358,21529,,,
16.361,20274,,,
16.364,20022,,,
16.368,19997,,,
16.371,18765,,,
16.374,19344,,,
16.378,19530,,,
16.381,19861,,,
16.385,20572,,,
16.388,21673,,,
16.391,23771,,,
16.395,23887,,,
16.398,25286,,,
16.401,25892,,,
16.405,27129,,,
16.408,28687,,,
16.412,27760,,,
16.415,28469,,,
16.418,28627,,,
16.422,27945,,,
16.425,30735,,,
16.428,30753,,,
16.432,33625,,,
16.435,35650,,,
16.439,39898,,,
16.442,42316,,,
16.445,42536,,,
16.449,45725,,,
16.452,42561,,,
16.455,43703,,,
16.459,43307,,,
16.462,41923,,,
16.466,39133,,,
16.469,37752,,,
16.472,34361,,,
16.476,30368,,,
16.479,27004,,,
16.482,25731,,,
16.486,22887,,,
16.489,21557,,,
16.493,20956,,,
16.496,18984,,,
16.499,17587,,,
16.503,16798,,,
16.506,16037,,,
16.509,16102,,,
16.513,15711,,,
16.516,16398,,,
16.52,16806,,,
16.523,16249,,,
16.526,18349,,,
16.53,17599,,,
16.533,17968,,,
16.536,16535,,,
16.54,16361,,,
16.543,16117,,,
16.547,14710,,,
16.55,15557,,,
16.553,14521,,,
16.557,13496,,,
16.56,13483,,,
16.563,12880,,,
16.567,12143,,,
16.57,11794,,,
16.574,12082,,,
16.577,12454,,,
16.58,13105,,,
16.584,13177,,,
16.587,12703,,,
16.59,14051,,,
16.594,13530,,,
16.597,14619,,,
16.601,15431,,,
16.604,16108,,,
16.607,16624,,,
16.611,16324,,,
16.614,17375,,,
16.617,15959,,,
16.621,16515,,,
16.624,16085,,,
16.628,15445,,,
16.631,14396,,,
16.634,14362,,,
16.638,14454,,,
16.641,12382,,,
16.644,12112,,,
16.648,12075,,,
16.651,11065,,,
16.655,10963,,,
16.658,10413,,,
16.661,9879,,,
16.665,10293,,,
16.668,9368,,,
16.671,9424,,,
16.675,10705,,,
16.678,9567,,,
16.682,9885,,,
16.685,9463,,,
16.688,10075,,,
16.692,9594,,,
16.695,10062,,,
16.698,10721,,,
16.702,9707,,,
16.705,10151,,,
16.709,9400,,,
16.712,10053,,,
16.715,10395,,,
16.719,10056,,,
16.722,9352,,,
16.725,9978,,,
16.729,9894,,,
16.732,10175,,,
16.736,9223,,,
16.739,9693,,,
16.742,9860,,,
16.746,10489,,,
16.749,10288,,,
16.752,10244,,,
16.756,9316,,,
16.759,10485,,,
16.763,10091,,,
16.766,9395,,,
16.769,9965,,,
16.773,10765,,,
16.776,10576,,,
16.779,10646,,,
16.783,11040,,,
16.786,11355,,,
16.79,10779,,,
16.793,12115,,,
16.796,11212,,,
16.8,12140,,,
16.803,11586,,,
16.806,11136,,,
16.81,11064,,,
16.813,11523,,,
16.817,11163,,,
16.82,11034,,,
16.823,10559,,,
16.827,10173,,,
16.83,9073,,,
16.833,10446,,,
16.837,9541,,,
16.84,9800,,,
16.844,10131,,,
16.847,8990,,,
16.85,8794,,,
16.854,9919,,,
16.857,9333,,,
16.86,9131,,,
16.864,9201,,,
16.867,8423,,,
16.871,9371,,,
16.874,8741,,,
16.877,9401,,,
16.881,9052,,,
16.884,8765,,,
16.887,9074,,,
16.891,9325,,,
16.894,9018,,,
16.898,8962,,,
16.901,9109,,,
16.904,9575,,,
16.908,9072,,,
16.911,8867,,,
16.914,9707,,,
16.918,9756,,,
16.921,9844,,,
16.925,8940,,,
16.928,10647,,,
16.931,9928,,,
16.935,10538,,,
16.938,11720,,,
16.941,11005,,,
16.945,11035,,,
16.948,12291,,,
16.952,12774,,,
16.955,13810,,,
16.958,14383,,,
16.962,13547,,,
16.965,14146,,,
16.968,12858,,,
16.972,13291,,,
16.975,14161,,,
16.979,14471,,,
16.982,13421,,,
16.985,12446,,,
16.989,11334,,,
16.992,10050,,,
16.995,10028,,,
16.999,9744,,,
17.002,9280,,,
17.006,9480,,,
17.009,8527,,,
17.012,8397,,,
17.016,8832,,,
17.019,8059,,,
17.022,8502,,,
17.026,8579,,,
17.029,8111,,,
17.033,8538,,,
17.036,8341,,,
17.039,8148,,,
17.043,8405,,,
17.046,8055,,,
17.049,7921,,,
17.053,8366,,,
17.056,8644,,,
17.06,7979,,,
17.063,8489,,,
17.066,7680,,,
17.07,8084,,,
17.073,8196,,,
17.076,7754,,,
17.08,7789,,,
17.083,8109,,,
17.087,8195,,,
17.09,8279,,,
17.093,7855,,,
17.097,8326,,,
17.1,8592,,,
17.103,7698,,,
17.107,9696,,,
17.11,9637,,,
17.114,9089,,,
17.117,10066,,,
17.12,9528,,,
17.124,9608,,,
17.127,10035,,,
17.13,9358,,,
17.134,9377,,,
17.137,8875,,,
17.141,8959,,,
17.144,8207,,,
17.147,8663,,,
17.151,8093,,,
17.154,8210,,,
17.157,7963,,,
17.161,8224,,,
17.164,7583,,,
17.168,7846,,,
17.171,7481,,,
17.174,7945,,,
17.178,8685,,,
17.181,8084,,,
17.184,8537,,,
17.188,8088,,,
17.191,7564,,,
17.195,8616,,,
17.198,7653,,,
17.201,7523,,,
17.205,7817,,,
17.208,7693,,,
17.211,7752,,,
17.215,8139,,,
17.218,9374,,,
17.222,9204,,,
17.225,9605,,,
17.228,10731,,,
17.232,10289,,,
17.235,10951,,,
17.238,10515,,,
17.242,9960,,,
17.245,9921,,,
17.249,10196,,,
17.252,9500,,,
17.255,8934,,,
17.259,8487,,,
17.262,9126,,,
17.265,8920,,,
17.269,8945,,,
17.272,8468,,,
17.276,8476,,,
17.279,7919,,,
17.282,7262,,,
17.286,7928,,,
17.289,8229,,,
17.292,8134,,,
17.296,7705,,,
17.299,8121,,,
17.303,8572,,,
17.306,9426,,,
17.309,9030,,,
17.313,8626,,,
17.316,8684,,,
17.319,8303,,,
17.323,8619,,,
17.326,8938,,,
17.33,8063,,,
17.333,7819,,,
17.336,8697,,,
17.34,8623,,,
17.343,8643,,,
17.346,8580,,,
17.35,9349,,,
17.353,9425,,,
17.357,9748,,,
17.36,10771,,,
17.363,11302,,,
17.367,11692,,,
17.37,12373,,,
17.373,12777,,,
17.377,13442,,,
17.38,13974,,,
17.384,12524,,,
17.387,13735,,,
17.39,13684,,,
17.394,12770,,,
17.397,12178,,,
17.4,12256,,,
17.404,12657,,,
17.407,11345,,,
17.411,12134,,,
17.414,11193,,,
17.417,10578,,,
17.421,10441,,,
17.424,9919,,,
17.427,9778,,,
17.431,9678,,,
17.434,9036,,,
17.438,9564,,,
17.441,8376,,,
17.444,8036,,,
17.448,8162,,,
17.451,7393,,,
17.454,7456,,,
17.458,7582,,,
17.461,7763,,,
17.465,7334,,,
17.468,7588,,,
17.471,7361,,,
17.475,7411,,,
17.478,7554,,,
17.482,7435,,,
17.485,7632,,,
17.488,7886,,,
17.492,7274,,,
17.495,7157,,,
17.498,7237,,,
17.502,7641,,,
17.505,7792,,,
17.509,8106,,,
17.512,6627,,,
17.515,7706,,,
17.519,7211,,,
17.522,6929,,,
17.525,7635,,,
17.529,7636,,,
17.532,7376,,,
17.536,7424,,,
17.539,7399,,,
17.542,7452,,,
17.546,6990,,,
17.549,7322,,,
17.552,7007,,,
17.556,7291,,,
17.559,7478,,,
17.563,7054,,,
17.566,7416,,,
17.569,7048,,,
17.573,7407,,,
17.576,7197,,,
17.579,7787,,,
17.583,8223,,,
17.586,9035,,,
17.59,8199,,,
17.593,8319,,,
17.596,8333,,,
17.6,8221,,,
17.603,9360,,,
17.606,8798,,,
17.61,8062,,,
17.613,8073,,,
17.617,8867,,,
17.62,8370,,,
17.623,7864,,,
17.627,7564,,,
17.63,7969,,,
17.633,7458,,,
17.637,7339,,,
17.64,7601,,,
17.644,6958,,,
17.647,7506,,,
17.65,7053,,,
17.654,7542,,,
17.657,6891,,,
17.66,7121,,,
17.664,7138,,,
17.667,6577,,,
17.671,7608,,,
17.674,7313,,,
17.677,7646,,,
17.681,8433,,,
17.684,7626,,,
17.687,7992,,,
17.691,8224,,,
17.694,9233,,,
17.698,9253,,,
17.701,8670,,,
17.704,8774,,,
17.708,8472,,,
17.711,8367,,,
17.714,8425,,,
17.718,7405,,,
17.721,7323,,,
17.725,7199,,,
17.728,7154,,,
17.731,7350,,,
17.735,7223,,,
17.738,7235,,,
17.741,7539,,,
17.745,7951,,,
17.748,7259,,,
17.752,8154,,,
17.755,8430,,,
17.758,8679,,,
17.762,8831,,,
17.765,8887,,,
17.768,8483,,,
17.772,8969,,,
17.775,8861,,,
17.779,8532,,,
17.782,8721,,,
17.785,8217,,,
17.789,7766,,,
17.792,7649,,,
17.795,7398,,,
17.799,6886,,,
17.802,6173,,,
17.806,6919,,,
17.809,7474,,,
17.812,6293,,,
17.816,6467,,,
17.819,5915,,,
17.822,6569,,,
17.826,6430,,,
17.829,6297,,,
17.833,6506,,,
17.836,6239,,,
17.839,6259,,,
17.843,6835,,,
17.846,6202,,,
17.849,6758,,,
17.853,6620,,,
17.856,6643,,,
17.86,6646,,,
17.863,6583,,,
17.866,5833,,,
17.87,6231,,,
17.873,6320,,,
17.876,6166,,,
17.88,6508,,,
17.883,6401,,,
17.887,6222,,,
17.89,6641,,,
17.893,6555,,,
17.897,7217,,,
17.9,6322,,,
17.903,6898,,,
17.907,6726,,,
17.91,6654,,,
17.914,6237,,,
17.917,6674,,,
17.92,6352,,,
17.924,6188,,,
17.927,6688,,,
17.93,6147,,,
17.934,6199,,,
17.937,6039,,,
17.941,6271,,,
17.944,6536,,,
17.947,6495,,,
17.951,6723,,,
17.954,6476,,,
17.957,6381,,,
17.961,6022,,,
17.964,6574,,,
17.968,5960,,,
17.971,6691,,,
17.974,6379,,,
17.978,6483,,,
17.981,6183,,,
17.984,6541,,,
17.988,6578,,,
17.991,6797,,,
17.995,6702,,,
17.998,6796,,,
18.001,6645,,,
18.005,6507,,,
18.008,6878,,,
18.011,6229,,,
18.015,6161,,,
18.018,6524,,,
18.022,6160,,,
18.025,6106,,,
18.028,6801,,,
18.032,6412,,,
18.035,6538,,,
18.038,6360,,,
18.042,6618,,,
18.045,6281,,,
18.049,6308,,,
18.052,6431,,,
18.055,6305,,,
18.059,6852,,,
18.062,6822,,,
18.065,6020,,,
18.069,6592,,,
18.072,6677,,,
18.076,6715,,,
18.079,6477,,,
18.082,6562,,,
18.086,5805,,,
18.089,6139,,,
18.092,6302,,,
18.096,6187,,,
18.099,6891,,,
18.103,6522,,,
18.106,6561,,,
18.109,6390,,,
18.113,6134,,,
18.116,6549,,,
18.119,6444,,,
18.123,6552,,,
18.126,6696,,,
18.13,6487,,,
18.133,6743,,,
18.136,6397,,,
18.14,6310,,,
18.143,6472,,,
18.146,6131,,,
18.15,6715,,,
18.153,6353,,,
18.157,6136,,,
18.16,6157,,,
18.163,6759,,,
18.167,6608,,,
18.17,6868,,,
18.173,7490,,,
18.177,6918,,,
18.18,7602,,,
18.184,6500,,,
18.187,6876,,,
18.19,7085,,,
18.194,7398,,,
18.197,6950,,,
18.2,6770,,,
18.204,7323,,,
18.207,6917,,,
18.211,6982,,,
18.214,7112,,,
18.217,7092,,,
18.221,6666,,,
18.224,7211,,,
18.227,7400,,,
18.231,7191,,,
18.234,7208,,,
18.238,7537,,,
18.241,7762,,,
18.244,7578,,,
18.248,7706,,,
18.251,8884,,,
18.254,9203,,,
18.258,9682,,,
18.261,10087,,,
18.265,9922,,,
18.268,9076,,,
18.271,9431,,,
18.275,8923,,,
18.278,8839,,,
18.281,8513,,,
18.285,8300,,,
18.288,7233,,,
18.292,8324,,,
18.295,7695,,,
18.298,7785,,,
18.302,6889,,,
18.305,7365,,,
18.308,6782,,,
18.312,6887,,,
18.315,7422,,,
18.319,7001,,,
18.322,6282,,,
18.325,6387,,,
18.329,6624,,,
18.332,6277,,,
18.335,6725,,,
18.339,6699,,,
18.342,6184,,,
18.346,7128,,,
18.349,7322,,,
18.352,7614,,,
18.356,7173,,,
18.359,7788,,,
18.362,8422,,,
18.366,8990,,,
18.369,10081,,,
18.373,9791,,,
18.376,10085,,,
18.379,11274,,,
18.383,12413,,,
18.386,13551,,,
18.389,14308,,,
18.393,15784,,,
18.396,17260,,,
18.4,18592,,,
18.403,20374,,,
18.406,22196,,,
18.41,23860,,,
18.413,24068,,,
18.416,24352,,,
18.42,24804,,,
18.423,24163,,,
18.427,22904,,,
18.43,22082,,,
18.433,20960,,,
18.437,19395,,,
18.44,17067,,,
18.443,16714,,,
18.447,14656,,,
18.45,12990,,,
18.454,10982,,,
18.457,10461,,,
18.46,8722,,,
18.464,8107,,,
18.467,7790,,,
18.47,7607,,,
18.474,6688,,,
18.477,7008,,,
18.481,7008,,,
18.484,6625,,,
18.487,6564,,,
18.491,6521,,,
18.494,6222,,,
18.497,6468,,,
18.501,6328,,,
18.504,6902,,,
18.508,6435,,,
18.511,6672,,,
18.514,6237,,,
18.518,6317,,,
18.521,6626,,,
18.524,6609,,,
18.528,6757,,,
18.531,6732,,,
18.535,6654,,,
18.538,7280,,,
18.541,6681,,,
18.545,7082,,,
18.548,7025,,,
18.551,6882,,,
18.555,6598,,,
18.558,6183,,,
18.562,6142,,,
18.565,6414,,,
18.568,6736,,,
18.572,6356,,,
18.575,6363,,,
18.578,6599,,,
18.582,6211,,,
18.585,6470,,,
18.589,6303,,,
18.592,6492,,,
18.595,6241,,,
18.599,6289,,,
18.602,6259,,,
18.605,6251,,,
18.609,6790,,,
18.612,6489,,,
18.616,6627,,,
18.619,6428,,,
18.622,6461,,,
18.626,6411,,,
18.629,6426,,,
18.632,6291,,,
18.636,6809,,,
18.639,7034,,,
18.643,7357,,,
18.646,6954,,,
18.649,7146,,,
18.653,7197,,,
18.656,7656,,,
18.659,7899,,,
18.663,7152,,,
18.666,7270,,,
18.67,7137,,,
18.673,7151,,,
18.676,7301,,,
18.68,6885,,,
18.683,6971,,,
18.686,6652,,,
18.69,7016,,,
18.693,6502,,,
18.697,6169,,,
18.7,6348,,,
18.703,6475,,,
18.707,7024,,,
18.71,6756,,,
18.713,6639,,,
18.717,7154,,,
18.72,7056,,,
18.724,6794,,,
18.727,6557,,,
18.73,6604,,,
18.734,6274,,,
18.737,6906,,,
18.74,6193,,,
18.744,6791,,,
18.747,6294,,,
18.751,6562,,,
18.754,5997,,,
18.757,7069,,,
18.761,6076,,,
18.764,6533,,,
18.767,6587,,,
18.771,6021,,,
18.774,6878,,,
18.778,5893,,,
18.781,6263,,,
18.784,6575,,,
18.788,6469,,,
18.791,6389,,,
18.794,5956,,,
18.798,5862,,,
18.801,6397,,,
18.805,6640,,,
18.808,6320,,,
18.811,6556,,,
18.815,6723,,,
18.818,6679,,,
18.821,6597,,,
18.825,6504,,,
18.828,6122,,,
18.832,6610,,,
18.835,6221,,,
18.838,6433,,,
18.842,6379,,,
18.845,6608,,,
18.849,6513,,,
18.852,6666,,,
18.855,6692,,,
18.859,6527,,,
18.862,6725,,,
18.865,6157,,,
18.869,6558,,,
18.872,6413,,,
18.876,6259,,,
18.879,6731,,,
18.882,6274,,,
18.886,6463,,,
18.889,6827,,,
18.892,6747,,,
18.896,6763,,,
18.899,6214,,,
18.903,6674,,,
18.906,6525,,,
18.909,6498,,,
18.913,6337,,,
18.916,6804,,,
18.919,7341,,,
18.923,7866,,,
18.926,9853,,,
18.93,11558,,,
18.933,12893,,,
18.936,15924,,,
18.94,18548,,,
18.943,21237,,,
18.946,23089,,,
18.95,24736,,,
18.953,25574,,,
18.957,26287,,,
18.96,26402,,,
18.963,25544,,,
18.967,24968,,,
18.97,22810,,,
18.973,20784,,,
18.977,19456,,,
18.98,17443,,,
18.983,15729,,,
18.987,14279,,,
18.99,12581,,,
18.994,12147,,,
18.997,10757,,,
19,9752,,,
19.004,9159,,,
19.007,8843,,,
19.011,9189,,,
19.014,8148,,,
19.017,8107,,,
19.021,7557,,,
19.024,7045,,,
19.027,6432,,,
19.031,7073,,,
19.034,6463,,,
19.038,6840,,,
19.041,6807,,,
19.044,6186,,,
19.048,6853,,,
19.051,7085,,,
19.054,6267,,,
19.058,6097,,,
19.061,6374,,,
19.065,6535,,,
19.068,6652,,,
19.071,7313,,,
19.075,6615,,,
19.078,6526,,,
19.081,6348,,,
19.085,6291,,,
19.088,6375,,,
19.092,6917,,,
19.095,6515,,,
19.098,6073,,,
19.102,6440,,,
19.105,6501,,,
19.108,6327,,,
19.112,6760,,,
19.115,6160,,,
19.119,6139,,,
19.122,6250,,,
19.125,6459,,,
19.129,6269,,,
19.132,6732,,,
19.135,6160,,,
19.139,6438,,,
19.142,6734,,,
19.146,6515,,,
19.149,6730,,,
19.152,6562,,,
19.156,6291,,,
19.159,6631,,,
19.162,5661,,,
19.166,6710,,,
19.169,6695,,,
19.173,6468,,,
19.176,6592,,,
19.179,6361,,,
19.183,6791,,,
19.186,7279,,,
19.189,7582,,,
19.193,7857,,,
19.196,8007,,,
19.2,9044,,,
19.203,10205,,,
19.206,10835,,,
19.21,11338,,,
19.213,10849,,,
19.216,12951,,,
19.22,12820,,,
19.223,12898,,,
19.227,12741,,,
19.23,11940,,,
19.233,11629,,,
19.237,11498,,,
19.24,10862,,,
19.243,11240,,,
19.247,10279,,,
19.25,11202,,,
19.254,10534,,,
19.257,10812,,,
19.26,11580,,,
19.264,11479,,,
19.267,13360,,,
19.27,12796,,,
19.274,15200,,,
19.277,14498,,,
19.281,15638,,,
19.284,15295,,,
19.287,15279,,,
19.291,15315,,,
19.294,14808,,,
19.297,14318,,,
19.301,13532,,,
19.304,13168,,,
19.308,11616,,,
19.311,10379,,,
19.314,11257,,,
19.318,9310,,,
19.321,8247,,,
19.324,7173,,,
19.328,7414,,,
19.331,6516,,,
19.335,6133,,,
19.338,7148,,,
19.341,6246,,,
19.345,6262,,,
19.348,6626,,,
19.351,6405,,,
19.355,6045,,,
19.358,6043,,,
19.362,6794,,,
19.365,6751,,,
19.368,6591,,,
19.372,6507,,,
19.375,6591,,,
19.378,6411,,,
19.382,6488,,,
19.385,6179,,,
19.389,6517,,,
19.392,6320,,,
19.395,6858,,,
19.399,6566,,,
19.402,6580,,,
19.405,6658,,,
19.409,6455,,,
19.412,6626,,,
19.416,6876,,,
19.419,6638,,,
19.422,6171,,,
19.426,6942,,,
19.429,6811,,,
19.432,7480,,,
19.436,8330,,,
19.439,8161,,,
19.443,9128,,,
19.446,10074,,,
19.449,10636,,,
19.453,10956,,,
19.456,11251,,,
19.459,11803,,,
19.463,12213,,,
19.466,11344,,,
19.47,11787,,,
19.473,10903,,,
19.476,9936,,,
19.48,9971,,,
19.483,8717,,,
19.486,9650,,,
19.49,8578,,,
19.493,7603,,,
19.497,6689,,,
19.5,6379,,,
19.503,7624,,,
19.507,6476,,,
19.51,6531,,,
19.513,6835,,,
19.517,7095,,,
19.52,6804,,,
19.524,6843,,,
19.527,6986,,,
19.53,6888,,,
19.534,7140,,,
19.537,7543,,,
19.54,6957,,,
19.544,7402,,,
19.547,6737,,,
19.551,8354,,,
19.554,7813,,,
19.557,7904,,,
19.561,7620,,,
19.564,7544,,,
19.567,7923,,,
19.571,8937,,,
19.574,8989,,,
19.578,9130,,,
19.581,9857,,,
19.584,9081,,,
19.588,9475,,,
19.591,9305,,,
19.594,9654,,,
19.598,10639,,,
19.601,9733,,,
19.605,9743,,,
19.608,10430,,,
19.611,9496,,,
19.615,8758,,,
19.618,8685,,,
19.621,8621,,,
19.625,7958,,,
19.628,8346,,,
19.632,7132,,,
19.635,7244,,,
19.638,7682,,,
19.642,7188,,,
19.645,7025,,,
19.648,6691,,,
19.652,6662,,,
19.655,6771,,,
19.659,6361,,,
19.662,6501,,,
19.665,6587,,,
19.669,6752,,,
19.672,7032,,,
19.675,6584,,,
19.679,6982,,,
19.682,6608,,,
19.686,6549,,,
19.689,6295,,,
19.692,6713,,,
19.696,6874,,,
19.699,6615,,,
19.702,6749,,,
19.706,6708,,,
19.709,6682,,,
19.713,7106,,,
19.716,6442,,,
19.719,6947,,,
19.723,6480,,,
19.726,6552,,,
19.729,6607,,,
19.733,6784,,,
19.736,6660,,,
19.74,6441,,,
19.743,6857,,,
19.746,6206,,,
19.75,6432,,,
19.753,6444,,,
19.756,6492,,,
19.76,6307,,,
19.763,6767,,,
19.767,6096,,,
19.77,7159,,,
19.773,6599,,,
19.777,7132,,,
19.78,6460,,,
19.783,6556,,,
19.787,6401,,,
19.79,6448,,,
19.794,6718,,,
19.797,7371,,,
19.8,7643,,,
19.804,7177,,,
19.807,8296,,,
19.81,9586,,,
19.814,10117,,,
19.817,10617,,,
19.821,11115,,,
19.824,10995,,,
19.827,10696,,,
19.831,12249,,,
19.834,10776,,,
19.837,10492,,,
19.841,10044,,,
19.844,9501,,,
19.848,8967,,,
19.851,8550,,,
19.854,8036,,,
19.858,7560,,,
19.861,8292,,,
19.864,7093,,,
19.868,7877,,,
19.871,8213,,,
19.875,8749,,,
19.878,8469,,,
19.881,9350,,,
19.885,9907,,,
19.888,11578,,,
19.891,11637,,,
19.895,11880,,,
19.898,12752,,,
19.902,12630,,,
19.905,13251,,,
19.908,12592,,,
19.912,12736,,,
19.915,12406,,,
19.918,12344,,,
19.922,12845,,,
19.925,13178,,,
19.929,14194,,,
19.932,14185,,,
19.935,15553,,,
19.939,16370,,,
19.942,18575,,,
19.945,19712,,,
19.949,21772,,,
19.952,22675,,,
19.956,22685,,,
19.959,22173,,,
19.962,21666,,,
19.966,21594,,,
19.969,19848,,,
19.972,18154,,,
19.976,17927,,,
19.979,16471,,,
19.983,13896,,,
19.986,12551,,,
19.989,10450,,,
19.993,10073,,,
19.996,8759,,,
19.999,8367,,,
20.003,7403,,,
20.006,6579,,,
20.01,6782,,,
20.013,6786,,,
20.016,6362,,,
20.02,6246,,,
20.023,6599,,,
20.026,6366,,,
20.03,6491,,,
20.033,6678,,,
20.037,6498,,,
20.04,6330,,,
20.043,6689,,,
20.047,6634,,,
20.05,6531,,,
20.053,8680,,,
20.057,8739,,,
20.06,10082,,,
20.064,11749,,,
20.067,14313,,,
20.07,16284,,,
20.074,20671,,,
20.077,23838,,,
20.08,26162,,,
20.084,28794,,,
20.087,32581,,,
20.091,34559,,,
20.094,37244,,,
20.097,37465,,,
20.101,36955,,,
20.104,34404,,,
20.107,32569,,,
20.111,30455,,,
20.114,27799,,,
20.118,24035,,,
20.121,22004,,,
20.124,18623,,,
20.128,16479,,,
20.131,13735,,,
20.134,11762,,,
20.138,10520,,,
20.141,7944,,,
20.145,8724,,,
20.148,7907,,,
20.151,7706,,,
20.155,7125,,,
20.158,6208,,,
20.161,6794,,,
20.165,6490,,,
20.168,6160,,,
20.172,6492,,,
20.175,6039,,,
20.178,6383,,,
20.182,6789,,,
20.185,6649,,,
20.188,5928,,,
20.192,6603,,,
20.195,6922,,,
20.199,6520,,,
20.202,6581,,,
20.205,6660,,,
20.209,6272,,,
20.212,6659,,,
20.216,6724,,,
20.219,6824,,,
20.222,6361,,,
20.226,6883,,,
20.229,7266,,,
20.232,7370,,,
20.236,6971,,,
20.239,8175,,,
20.243,9675,,,
20.246,10668,,,
20.249,12789,,,
20.253,15619,,,
20.256,18320,,,
20.259,22012,,,
20.263,25113,,,
20.266,28317,,,
20.27,30841,,,
20.273,34385,,,
20.276,35841,,,
20.28,38773,,,
20.283,39042,,,
20.286,37760,,,
20.29,33857,,,
20.293,32727,,,
20.297,29286,,,
20.3,26811,,,
20.303,24054,,,
20.307,21033,,,
20.31,18133,,,
20.313,16575,,,
20.317,15053,,,
20.32,13081,,,
20.323,12886,,,
20.327,9921,,,
20.33,9504,,,
20.334,8565,,,
20.337,8200,,,
20.34,7788,,,
20.344,7442,,,
20.347,7378,,,
20.351,7416,,,
20.354,6962,,,
20.357,7079,,,
20.361,6909,,,
20.364,6163,,,
20.367,6577,,,
20.371,7142,,,
20.374,6770,,,
20.378,6641,,,
20.381,6083,,,
20.384,6792,,,
20.388,6902,,,
20.391,6446,,,
20.394,6421,,,
20.398,6397,,,
20.401,6569,,,
20.405,6657,,,
20.408,6704,,,
20.411,7071,,,
20.415,7122,,,
20.418,6684,,,
20.421,7449,,,
20.425,7036,,,
20.428,7025,,,
20.432,6590,,,
20.435,7222,,,
20.438,6883,,,
20.442,7013,,,
20.445,6517,,,
20.448,6801,,,
20.452,6395,,,
20.455,6886,,,
20.459,6792,,,
20.462,6096,,,
20.465,6445,,,
20.469,6436,,,
20.472,6385,,,
20.475,6323,,,
20.479,6841,,,
20.482,6601,,,
20.486,6161,,,
20.489,6503,,,
20.492,6968,,,
20.496,6743,,,
20.499,6244,,,
20.502,6881,,,
20.506,6858,,,
20.509,7398,,,
20.513,7891,,,
20.516,7803,,,
20.519,7792,,,
20.523,8317,,,
20.526,8310,,,
20.529,8553,,,
20.533,7954,,,
20.536,8406,,,
20.54,8210,,,
20.543,8641,,,
20.546,7796,,,
20.55,7644,,,
20.553,8213,,,
20.556,7376,,,
20.56,7169,,,
20.563,7419,,,
20.567,6724,,,
20.57,7121,,,
20.573,6695,,,
20.577,6643,,,
20.58,6094,,,
20.583,6594,,,
20.587,6514,,,
20.59,6621,,,
20.594,6742,,,
20.597,6813,,,
20.6,6915,,,
20.604,6699,,,
20.607,6662,,,
20.61,6696,,,
20.614,6494,,,
20.617,6336,,,
20.621,6782,,,
20.624,6137,,,
20.627,6391,,,
20.631,6469,,,
20.634,6661,,,
20.637,6550,,,
20.641,6828,,,
20.644,6883,,,
20.648,6686,,,
20.651,6713,,,
20.654,6706,,,
20.658,7443,,,
20.661,6269,,,
20.664,6408,,,
20.668,6949,,,
20.671,6536,,,
20.675,6788,,,
20.678,6857,,,
20.681,6259,,,
20.685,6443,,,
20.688,6575,,,
20.691,6431,,,
20.695,6239,,,
20.698,6016,,,
20.702,6550,,,
20.705,6721,,,
20.708,6218,,,
20.712,6525,,,
20.715,6461,,,
20.718,6845,,,
20.722,6729,,,
20.725,5956,,,
20.729,6509,,,
20.732,6507,,,
20.735,6552,,,
20.739,6309,,,
20.742,6269,,,
20.745,6180,,,
20.749,6616,,,
20.752,6803,,,
20.756,6790,,,
20.759,7133,,,
20.762,6870,,,
20.766,6233,,,
20.769,6827,,,
20.772,6861,,,
20.776,6689,,,
20.779,6287,,,
20.783,6629,,,
20.786,6538,,,
20.789,6421,,,
20.793,6758,,,
20.796,6131,,,
20.799,6403,,,
20.803,6568,,,
20.806,6169,,,
20.81,6599,,,
20.813,6476,,,
20.816,6278,,,
20.82,6324,,,
20.823,6431,,,
20.826,6373,,,
20.83,6551,,,
20.833,6756,,,
20.837,6736,,,
20.84,6263,,,
20.843,6426,,,
20.847,6738,,,
20.85,6996,,,
20.853,6526,,,
20.857,6022,,,
20.86,6179,,,
20.864,6624,,,
20.867,6230,,,
20.87,6921,,,
20.874,6394,,,
20.877,7062,,,
20.88,6272,,,
20.884,6127,,,
20.887,6607,,,
20.891,6797,,,
20.894,6971,,,
20.897,7309,,,
20.901,7193,,,
20.904,7001,,,
20.907,7380,,,
20.911,7576,,,
20.914,6954,,,
20.918,7081,,,
20.921,7484,,,
20.924,7547,,,
20.928,6988,,,
20.931,6556,,,
20.934,6732,,,
20.938,7050,,,
